ConversationId	MessageId	MessageTimestamp	MessageFrom	MessageText	JudgedDomain	JudgedIntent	JudgedConstraints	MetaData	ConversationContext	Frequency	ImplicitConstraints
16	0		user	am i free	CALENDAR	check_availability	am <relationship_name>i</relationship_name> <availability>free</availability>	[{"slot_name":"relationship_name","slot_value":"i","meta_data":{"CanonicalEntity":"myself"}},{"slot_name":"availability","slot_value":"free","meta_data":{"CanonicalEntity":"free"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
17	0		user	am i free at 7 pm	CALENDAR	check_availability	am <relationship_name>i</relationship_name> <availability>free</availability> at <start_time>7 pm</start_time>	[{"slot_name":"start_time","slot_value":"7 pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T19\">7 pm</TIMEX3>"}},{"slot_name":"relationship_name","slot_value":"i","meta_data":{"CanonicalEntity":"myself"}},{"slot_name":"availability","slot_value":"free","meta_data":{"CanonicalEntity":"free"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
19	0		user	am i free on friday	CALENDAR	check_availability	am <relationship_name>i</relationship_name> <availability>free</availability> on <start_date>friday</start_date>	[{"slot_name":"start_date","slot_value":"friday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-WXX-5\">friday</TIMEX3>"}},{"slot_name":"relationship_name","slot_value":"i","meta_data":{"CanonicalEntity":"myself"}},{"slot_name":"availability","slot_value":"free","meta_data":{"CanonicalEntity":"free"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
20	0		user	am i free on monday september 9th	CALENDAR	check_availability	am <relationship_name>i</relationship_name> <availability>free</availability> on <start_date>monday september 9th</start_date>	[{"slot_name":"start_date","slot_value":"monday september 9th","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-09-09\">monday september 9th</TIMEX3>"}},{"slot_name":"relationship_name","slot_value":"i","meta_data":{"CanonicalEntity":"myself"}},{"slot_name":"availability","slot_value":"free","meta_data":{"CanonicalEntity":"free"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
21	0		user	am i free on saturday	CALENDAR	check_availability	am <relationship_name>i</relationship_name> <availability>free</availability> on <start_date>saturday</start_date>	[{"slot_name":"start_date","slot_value":"saturday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-WXX-6\">saturday</TIMEX3>"}},{"slot_name":"relationship_name","slot_value":"i","meta_data":{"CanonicalEntity":"myself"}},{"slot_name":"availability","slot_value":"free","meta_data":{"CanonicalEntity":"free"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
31	0		user	do i have anything from 6 pm to 10 pm	CALENDAR	find_calendar_entry	do i have anything from <start_time>6 pm</start_time> to <end_time>10 pm</end_time>	[{"slot_name":"start_time","slot_value":"6 pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T18\">6 pm</TIMEX3>"}},{"slot_name":"end_time","slot_value":"10 pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T22\">10 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
32	0		user	do i have anything on saturday	CALENDAR	find_calendar_entry	do i have anything on <start_date>saturday</start_date>	[{"slot_name":"start_date","slot_value":"saturday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-WXX-6\">saturday</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
33	0		user	do i have anything scheduled on saturday	CALENDAR	find_calendar_entry	do i have anything scheduled on <start_date>saturday</start_date>	[{"slot_name":"start_date","slot_value":"saturday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-WXX-6\">saturday</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
46	0		user	what do i have at 7 pm	CALENDAR	find_calendar_entry	what do i have at <start_time>7 pm</start_time>	[{"slot_name":"start_time","slot_value":"7 pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T19\">7 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
47	0		user	what do i have from 2 to 4 on saturday	CALENDAR	find_calendar_entry	what do i have from <start_time>2</start_time> to <end_time>4</end_time> on <end_date>saturday</end_date>	[{"slot_name":"start_time","slot_value":"2","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T02\" comment=\"ampm\">2</TIMEX3>"}},{"slot_name":"end_time","slot_value":"4","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T04\" comment=\"ampm\">4</TIMEX3>"}},{"slot_name":"end_date","slot_value":"saturday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-WXX-6\">saturday</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
48	0		user	what do i have from monday through wednesday	CALENDAR	find_calendar_entry	what do i have from <start_date>monday</start_date> through <end_date>wednesday</end_date>	[{"slot_name":"start_date","slot_value":"monday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-WXX-1\">monday</TIMEX3>"}},{"slot_name":"end_date","slot_value":"wednesday","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-WXX-3\">wednesday</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
49	0		user	what do i have next	CALENDAR	find_calendar_entry	what do i have <start_time>next</start_time>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
50	0		user	what do i have the week of september 5th	CALENDAR	find_calendar_entry	what do i have the <start_date>week of september 5th</start_date>	[{"slot_name":"start_date","slot_value":"week of september 5th","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-09-05\" comment=\"weekof\">week of september 5th</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
53	0		user	when is my next appointment	CALENDAR	find_calendar_when	when is my <start_time>next</start_time> appointment	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
54	0		user	when is my next dentist appointment	CALENDAR	find_calendar_when	when is my <start_time>next</start_time> <title>dentist appointment</title>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
55	0		user	when is my next meeting with miss pierre	CALENDAR	find_calendar_when	when is my <start_time>next</start_time> meeting with <contact_name>miss pierre</contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
56	0		user	where is meeting with john	CALENDAR	find_calendar_where	where is meeting with <contact_name>john</contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
57	0		user	where is my next appointment	CALENDAR	find_calendar_where	where is my <start_time>next</start_time> appointment	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
58	0		user	where is my next appointment with miss pierre	CALENDAR	find_calendar_where	where is my <start_time>next</start_time> appointment with <contact_name>miss pierre</contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
64	0		user	what do i have next?	CALENDAR	find_calendar_entry	what do i have <start_time>next</start_time>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
77	0		user	what do i have in the next 5 hours	CALENDAR	find_calendar_entry	what do i have <start_time>in the next 5 hours</start_time>	[{"slot_name":"start_time","slot_value":"in the next 5 hours","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT5H\">the next 5 hours</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
78	0		user	when is my next meeting with ms pierre	CALENDAR	find_calendar_when	when is my <start_time>next</start_time> meeting with ms <contact_name>pierre</contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
79	0		user	where is meeting with john	CALENDAR	find_calendar_where	where is meeting with <contact_name>john</contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
80	0		user	where is my next meeting with ms pierre	CALENDAR	find_calendar_where	where is my <start_time>next</start_time> meeting with ms <contact_name>pierre</contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
90	0		user	do i have anything from 6 pm 10 pm	CALENDAR	find_calendar_entry	do i have anything from <start_time>6 pm</start_time> <end_time>10 pm</end_time>	[{"slot_name":"start_time","slot_value":"6 pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T18\">6 pm</TIMEX3>"}},{"slot_name":"end_time","slot_value":"10 pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T22\">10 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
91	0		user	how is my day looking	CALENDAR	find_calendar_entry	how is my day looking	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
92	0		user	how much time do i have before my next appointment	CALENDAR	time_remaining	how much time do i have before my <start_time>next</start_time> appointment	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
94	0		user	how's my day	CALENDAR	find_calendar_entry	how's my day	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
95	0		user	how's my day looking	CALENDAR	find_calendar_entry	how's my day looking	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Bookmeeting	0		user	Book meeting	CALENDAR	create_calendar_entry	Book meeting	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_ScheduleameetingwithJohnfor2hours	0		user	Schedule a meeting with John for 2 hours	CALENDAR	create_calendar_entry	Schedule a meeting with <contact_name>John</contact_name> for <duration>2 hours</duration>	[{"slot_name":"duration","slot_value":"2 hours","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT2H\">2 hours</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_SetameetingwithCarter	0		user	Set a meeting with Carter	CALENDAR	create_calendar_entry	Set a meeting with <contact_name>Carter</contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_SetupsometimewithMing	0		user	Set up some time with Ming	CALENDAR	create_calendar_entry	Set up some time with <contact_name>Ming</contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Schedulea30minutesmeetingwithCarter	0		user	Schedule a 30 minutes meeting with Carter	CALENDAR	create_calendar_entry	Schedule a <duration>30 minutes</duration> meeting with <contact_name>Carter</contact_name>	[{"slot_name":"duration","slot_value":"30 minutes","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT30M\">30 minutes</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Setupa50minstimewithLing	0		user	Set up a 50 mins time with Ling	CALENDAR	create_calendar_entry	Set up a <duration>50 mins</duration> time with <contact_name>Ling</contact_name>	[{"slot_name":"duration","slot_value":"50 mins","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT50M\">50 mins</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_BookaonehourtimewithZhiguo	0		user	Book a one hour time with Zhiguo	CALENDAR	create_calendar_entry	Book a <duration>one hour</duration> time with <contact_name>Zhiguo</contact_name>	[{"slot_name":"duration","slot_value":"one hour","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT1H\">one hour</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_BookmeetingwithMichaelonMay16	0		user	Book meeting with Michael on May 16	CALENDAR	create_calendar_entry	Book meeting with <contact_name>Michael</contact_name> on <start_date>May 16</start_date>	[{"slot_name":"start_date","slot_value":"May 16","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-05-16\">may 16</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_SetuptimewithShuyinon16thofMay	0		user	Set up time with Shuyin on 16th of May	CALENDAR	create_calendar_entry	Set up time with <contact_name>Shuyin</contact_name> on <start_date>16th of May</start_date>	[{"slot_name":"start_date","slot_value":"16th of May","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-05-16\">16th of may</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Cancelthe2pmmeetingwithTony	0		user	Cancel the 2pm meeting with Tony	CALENDAR	delete_calendar_entry	Cancel the <start_time>2pm</start_time> meeting with <contact_name>Tony</contact_name>	[{"slot_name":"start_time","slot_value":"2pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T14\">2 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Cancelmynextmeeting	0		user	Cancel my next meeting	CALENDAR	delete_calendar_entry	Cancel my <start_time>next</start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_FindtimewithJane	0		user	Find time with Jane	CALENDAR	check_availability	Find time with <contact_name>Jane</contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Tony'sCalendar	0		user	Tony's Calendar	CALENDAR	check_availability	<contact_name>Tony</contact_name> 's Calendar	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Tony'sscheduleon12thJanuary	0		user	Tony's schedule on 12th January	CALENDAR	check_availability	<contact_name>Tony</contact_name> 's schedule on <start_date>12th January</start_date>	[{"slot_name":"start_date","slot_value":"12th January","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-01-12\">12th january</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_mymeetingswithTony	0		user	my meetings with Tony	CALENDAR	find_calendar_entry	my meetings with <contact_name>Tony</contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Whenismynextmeeting?	0		user	When is my next meeting?	CALENDAR	find_calendar_when	When is my <start_time>next</start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_MynextmeetingwithTony	0		user	My next meeting with Tony	CALENDAR	find_calendar_entry	My <start_time>next</start_time> meeting with <contact_name>Tony</contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Whenismynextreviewmeeting?	0		user	When is my next review meeting?	CALENDAR	find_calendar_when	When is my <start_time>next</start_time> <title>review</title> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Mynextreviewmeeting	0		user	My next review meeting	CALENDAR	find_calendar_entry	My <start_time>next</start_time> <title>review</title> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_WhenismynextmeetingwithTony?	0		user	When is my next meeting with Tony?	CALENDAR	find_calendar_when	When is my <start_time>next</start_time> meeting with <contact_name>Tony</contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_WhenismynextreviewmeetingwithTony?	0		user	When is my next review meeting with Tony?	CALENDAR	find_calendar_when	When is my <start_time>next</start_time> <title>review</title> meeting with <contact_name>Tony</contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_myweeklymeetingswithTony	0		user	my weekly meetings with Tony	CALENDAR	find_calendar_entry	my <title>weekly</title> meetings with <contact_name>Tony</contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Whenismynextweeklymeeting?	0		user	When is my next weekly meeting?	CALENDAR	find_calendar_when	When is my <start_time>next</start_time> <title>weekly</title> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_MynextweeklymeetingwithTony	0		user	My next weekly meeting with Tony	CALENDAR	find_calendar_entry	My <start_time>next</start_time> <title>weekly</title> meeting with <contact_name>Tony</contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Whenismynextweeklyreviewmeeting?	0		user	When is my next weekly review meeting?	CALENDAR	find_calendar_when	When is my <start_time>next</start_time> <title>weekly review</title> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Mynextbiweeklyreviewmeeting	0		user	My next weekly review meeting	CALENDAR	find_calendar_entry	My <start_time>next</start_time> <title>weekly review</title> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Whenismynextbi-weeklymeetingwithTony?	0		user	When is my next weekly meeting with Tony?	CALENDAR	find_calendar_when	When is my <start_time>next</start_time> <title>weekly</title> meeting with <contact_name>Tony</contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_WhenismynextmonthlyreviewmeetingwithTony?	0		user	When is my next monthly review meeting with Tony?	CALENDAR	find_calendar_when	When is my <start_time>next</start_time> <title>monthly review</title> meeting with <contact_name>Tony</contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Whereismynextreviewmeeting?	0		user	Where is my next review meeting?	CALENDAR	find_calendar_where	Where is my <start_time>next</start_time> <title>review</title> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Reviewmeetinglocation	0		user	Review meeting location	CALENDAR	find_calendar_where	<title>Review</title> meeting location	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_WhereismynextmeetingwithTony?	0		user	Where is my next meeting with Tony?	CALENDAR	find_calendar_where	Where is my <start_time>next</start_time> meeting with <contact_name>Tony</contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Tonymeetinglocation	0		user	Tony meeting location	CALENDAR	find_calendar_where	<contact_name>Tony</contact_name> meeting location	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_WhereismynextreviewmeetingwithTony?	0		user	Where is my next review meeting with Tony?	CALENDAR	find_calendar_where	Where is my <start_time>next</start_time> <title>review</title> meeting with <contact_name>Tony</contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Whereismynextweeklyreviewmeeting?	0		user	Where is my next weekly review meeting?	CALENDAR	find_calendar_where	Where is my <start_time>next</start_time> <title>weekly review</title> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Myupcoming1:1meetinglocation	0		user	My upcoming 1:1 meeting location	CALENDAR	find_calendar_where	My <start_time>upcoming</start_time> <title>1:1</title> meeting location	[{"slot_name":"start_time","slot_value":"upcoming","meta_data":{"CanonicalEntity":"Next"}},{"slot_name":"title","slot_value":"1:1","meta_data":{"CanonicalEntity":"1:1"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_What'smynextmeeting	0		user	What's my next meeting	CALENDAR	find_calendar_entry	What's my <start_time>next</start_time> meeting	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Nextmeetinglocation	0		user	Next meeting location	CALENDAR	find_calendar_where	<start_time>Next</start_time> meeting location	[{"slot_name":"start_time","slot_value":"Next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Nextmeetingplace?	0		user	Next meeting place?	CALENDAR	find_calendar_where	<start_time>Next</start_time> meeting place	[{"slot_name":"start_time","slot_value":"Next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Howdoesmydaylooklike?	0		user	How does my day look like?	CALENDAR	find_calendar_entry	How does my day look like	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_WhenistheMSBReviewmeetingon4thFeb?	0		user	When is the MSB Review meeting on 4th Feb?	CALENDAR	find_calendar_when	When is the <title>MSB Review</title> meeting on <start_date>4th Feb</start_date>	[{"slot_name":"start_date","slot_value":"4th Feb","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-02-04\">4th feb</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Meetingson23rdJan	0		user	Meetings on 23rd Jan	CALENDAR	find_calendar_entry	Meetings on <start_date>23rd Jan</start_date>	[{"slot_name":"start_date","slot_value":"23rd Jan","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Date\" value=\"XXXX-01-23\">23rd jan</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_When'smyupcomingmeetingwithJoe	0		user	When's my upcoming meeting with Joe	CALENDAR	find_calendar_when	When's my <start_time>upcoming</start_time> meeting with <contact_name>Joe</contact_name>	[{"slot_name":"start_time","slot_value":"upcoming","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_MeetingwithTony	0		user	Meeting with Tony	CALENDAR	find_calendar_entry	Meeting with <contact_name>Tony</contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_MeetingswithTony	0		user	Meetings with Tony	CALENDAR	find_calendar_entry	Meetings with <contact_name>Tony</contact_name>	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_WhereismynextMSBmeetingwithJustin	0		user	Where is my next MSB meeting with Justin	CALENDAR	find_calendar_where	Where is my <start_time>next</start_time> <title>MSB</title> meeting with <contact_name>Justin</contact_name>	[{"slot_name":"start_time","slot_value":"next","meta_data":{"CanonicalEntity":"Next"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Bookaroomfor40minutes	0		user	Book a room for 40 minutes	CALENDAR	find_meeting_room	Book a room for <duration>40 minutes</duration>	[{"slot_name":"duration","slot_value":"40 minutes","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT40M\">40 minutes</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Meetingroom	0		user	Meeting room	CALENDAR	find_meeting_room	Meeting room	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Findroom	0		user	Find room	CALENDAR	find_meeting_room	Find room	[]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Bookaroomat1pmforanhour	0		user	Book a room at 1pm for an hour	CALENDAR	find_meeting_room	Book a room at <start_time>1pm</start_time> for <duration>an hour</duration>	[{"slot_name":"start_time","slot_value":"1pm","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T13\">1 pm</TIMEX3>"}},{"slot_name":"duration","slot_value":"an hour","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Duration\" value=\"PT1H\">an hour</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Bookaroomat3PM	0		user	Book a room at 3 PM	CALENDAR	find_meeting_room	Book a room at <start_time>3 PM</start_time>	[{"slot_name":"start_time","slot_value":"3 PM","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T15\">3 pm</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
MSB_Meetingroomat4	0		user	Meeting room at 4	CALENDAR	find_meeting_room	Meeting room at <start_time>4</start_time>	[{"slot_name":"start_time","slot_value":"4","meta_data":{"Timex":"<TIMEX3 tid=\"0\" type=\"Time\" value=\"T04\" comment=\"ampm\">4</TIMEX3>"}}]	{"ClientContext_ReferenceTime":["2018-01-01T10:20:30"]}	1	
