0	locate file saved from hayden	file_search	files	locate file <file_action> saved </file_action> from <contact_name> hayden </contact_name>
0	cortana display document received from fred	file_search	files	cortana display document <file_action> received </file_action> from <contact_name> fred </contact_name>
0	cortana display document received from fred	file_search	files	cortana display document <file_action> received </file_action> from <contact_name> fred </contact_name>
0	cortana display document received from fred	file_search	files	cortana display document <file_action> received </file_action> from <contact_name> fred </contact_name>
0	cortana display document received from fred	file_search	files	cortana display document <file_action> received </file_action> from <contact_name> fred </contact_name>
0	Do you know where I saved my slides from my trip to China?	files	file_search files	Do you know where <contact_name> I </contact_name> <file_action> saved </file_action> <contact_name> my </contact_name> <file_type> slides </file_type> from <contact_name> my </contact_name> <file_keyword> trip to China </file_keyword> ?
0	Do you know where I saved my slides from my trip to China?	files	file_search files	Do you know where <contact_name> I </contact_name> <file_action> saved </file_action> <contact_name> my </contact_name> <file_type> slides </file_type> from <contact_name> my </contact_name> <file_keyword> trip to China </file_keyword> ?
0	Do you know where I saved my slides from my trip to China?	files	file_search files	Do you know where <contact_name> I </contact_name> <file_action> saved </file_action> <contact_name> my </contact_name> <file_type> slides </file_type> from <contact_name> my </contact_name> <file_keyword> trip to China </file_keyword> ?
0	Where is the document that I saved from Carol this afternoon	file_search	files	Where is the document that <contact_name> I </contact_name> <file_action> saved </file_action> from <contact_name> Carol </contact_name> <time> this afternoon </time>
0	Where is the document that I saved from Carol this afternoon	file_search	files	Where is the document that <contact_name> I </contact_name> <file_action> saved </file_action> from <contact_name> Carol </contact_name> <time> this afternoon </time>
0	Where is the document that I saved from Carol this afternoon	file_search	files	Where is the document that <contact_name> I </contact_name> <file_action> saved </file_action> from <contact_name> Carol </contact_name> <time> this afternoon </time>
0	Locate file saved from Hayden	file_search	files	locate file <file_action> saved </file_action> from <contact_name> hayden </contact_name>
0	Locate file saved from Hayden	file_search	files	locate file <file_action> saved </file_action> from <contact_name> hayden </contact_name>
0	Locate file saved from Hayden	file_search	files	locate file <file_action> saved </file_action> from <contact_name> hayden </contact_name>